price,location,detail
220 000AZN,Nizami m.,2 otaqlı61 m²3/6 mərtəbə
495 000AZN,Nəsimi r.,4 otaqlı195 m²8/16 mərtəbə
250 000AZN,Azadlıq Prospekti m.,3 otaqlı85 m²2/9 mərtəbə
270 000AZN,Gənclik m.,2 otaqlı85 m²8/15 mərtəbə
220 000AZN,Badamdar q.,4 otaqlı150 m²4/5 mərtəbə
126 000AZN,Bakıxanov q.,3 otaqlı83 m²3/20 mərtəbə
165 000AZN,Həzi Aslanov m.,2 otaqlı80 m²7/14 mərtəbə
290 000AZN,8 Noyabr m.,4 otaqlı130 m²16/20 mərtəbə
270 000AZN,28 May m.,3 otaqlı88 m²3/5 mərtəbə
350 000AZN,28 May m.,3 otaqlı100 m²3/5 mərtəbə
195 000AZN,Xətai r.,2 otaqlı80 m²11/22 mərtəbə
280 000AZN,İnşaatçılar m.,3 otaqlı103 m²9/16 mərtəbə
164 000AZN,Yeni Yasamal q.,3 otaqlı93 m²2/14 mərtəbə
110 000AZN,Həzi Aslanov m.,2 otaqlı60 m²4/9 mərtəbə
157 000AZN,Yasamal r.,2 otaqlı65 m²14/20 mərtəbə
220 000AZN,İnşaatçılar m.,3 otaqlı150 m²11/18 mərtəbə
370 650AZN,Yasamal r.,3 otaqlı123.5 m²6/14 mərtəbə
252 000AZN,20 Yanvar m.,3 otaqlı100 m²13/20 mərtəbə
182 000AZN,Bayıl q.,5 otaqlı120 m²6/7 mərtəbə
124 880AZN,Zığ q.,3 otaqlı89.2 m²8/14 mərtəbə
114 900AZN,Həzi Aslanov m.,2 otaqlı63 m²1/9 mərtəbə
150 000AZN,Masazır q.,3 otaqlı90 m²4/7 mərtəbə
209 000AZN,Nizami m.,2 otaqlı74 m²3/14 mərtəbə
150 000AZN,Binəqədi r.,2 otaqlı52 m²4/5 mərtəbə
220 000AZN,İçəri Şəhər m.,2 otaqlı56 m²5/5 mərtəbə
300 000AZN,Nizami m.,5 otaqlı150 m²3/3 mərtəbə
260 000AZN,Yeni Yasamal q.,3 otaqlı117 m²15/18 mərtəbə
76 000AZN,Masazır q.,2 otaqlı60.5 m²10/13 mərtəbə
385 000AZN,Nəsimi r.,3 otaqlı132 m²8/17 mərtəbə
370 000AZN,Şah İsmayıl Xətai m.,3 otaqlı130 m²15/18 mərtəbə
345 000AZN,Nəriman Nərimanov m.,4 otaqlı161 m²12/16 mərtəbə
230 000AZN,Gənclik m.,1 otaqlı59 m²12/16 mərtəbə
330 000AZN,Şah İsmayıl Xətai m.,3 otaqlı130 m²15/20 mərtəbə
207 000AZN,Nəriman Nərimanov m.,3 otaqlı88 m²9/9 mərtəbə
190 000AZN,İnşaatçılar m.,5 otaqlı129 m²4/9 mərtəbə
307 000AZN,Şah İsmayıl Xətai m.,3 otaqlı138 m²7/16 mərtəbə
188 000AZN,Elmlər Akademiyası m.,3 otaqlı83 m²5/13 mərtəbə
207 000AZN,Nardaran q.,1 otaqlı58 m²6/7 mərtəbə
375 000AZN,Şah İsmayıl Xətai m.,3 otaqlı140 m²10/18 mərtəbə
245 000AZN,Elmlər Akademiyası m.,3 otaqlı108 m²3/9 mərtəbə
295 000AZN,Nərimanov r.,4 otaqlı110 m²7/9 mərtəbə
335 000AZN,Əhmədli m.,3 otaqlı150 m²14/17 mərtəbə
189 700AZN,Azadlıq Prospekti m.,3 otaqlı90 m²3/9 mərtəbə
124 500AZN,Yasamal r.,2 otaqlı48 m²4/16 mərtəbə
194 000AZN,Əhmədli q.,2 otaqlı82 m²10/19 mərtəbə
67 500AZN,20-ci sahə q.,3 otaqlı100 m²1/1 mərtəbə
610 401AZN,Bayıl q.,3 otaqlı209.4 m²8/11 mərtəbə
350 000AZN,Sahil m.,3 otaqlı85 m²4/4 mərtəbə
267 000AZN,Gənclik m.,2 otaqlı91 m²12/16 mərtəbə
303 000AZN,Nərimanov r.,4 otaqlı208 m²11/17 mərtəbə
186 000AZN,Azadlıq Prospekti m.,3 otaqlı85 m²9/9 mərtəbə
266 600AZN,Elmlər Akademiyası m.,2 otaqlı86 m²4/17 mərtəbə
175 000AZN,İnşaatçılar m.,2 otaqlı105 m²15/17 mərtəbə
115 000AZN,Yeni Yasamal q.,2 otaqlı53 m²5/12 mərtəbə
388 400AZN,İnşaatçılar m.,3 otaqlı119.5 m²3/16 mərtəbə
263 000AZN,Ağ şəhər q.,2 otaqlı63 m²14/20 mərtəbə
700 000AZN,Şah İsmayıl Xətai m.,4 otaqlı210.5 m²6/20 mərtəbə
155 000AZN,Xalqlar Dostluğu m.,3 otaqlı80 m²9/9 mərtəbə
518 000AZN,Ağ şəhər q.,3 otaqlı157 m²14/20 mərtəbə
212 000AZN,Həzi Aslanov m.,3 otaqlı85.5 m²11/16 mərtəbə
351 000AZN,28 May m.,3 otaqlı135 m²7/16 mərtəbə
345 000AZN,Elmlər Akademiyası m.,4 otaqlı180.5 m²14/27 mərtəbə
209 000AZN,Nəsimi r.,1 otaqlı55 m²3/16 mərtəbə
624 132AZN,28 May m.,4 otaqlı231.2 m²14/18 mərtəbə
235 000AZN,28 May m.,3 otaqlı70 m²6/6 mərtəbə
435 000AZN,28 May m.,3 otaqlı170.5 m²12/20 mərtəbə
285 000AZN,Nəriman Nərimanov m.,3 otaqlı90 m²15/18 mərtəbə
273 600AZN,Nəsimi r.,2 otaqlı72 m²9/16 mərtəbə
330 000AZN,Şah İsmayıl Xətai m.,3 otaqlı145 m²15/16 mərtəbə
409 500AZN,Nəsimi r.,4 otaqlı130 m²4/16 mərtəbə
830 000AZN,Ağ şəhər q.,5 otaqlı220 m²14/20 mərtəbə
410 760AZN,Nəsimi r.,3 otaqlı146.7 m²4/16 mərtəbə
440 000AZN,Şah İsmayıl Xətai m.,4 otaqlı178 m²5/7 mərtəbə
709 000AZN,28 May m.,4 otaqlı231.5 m²5/17 mərtəbə
137 000AZN,Nəriman Nərimanov m.,2 otaqlı45 m²16/17 mərtəbə
238 000AZN,Nəriman Nərimanov m.,3 otaqlı90 m²9/19 mərtəbə
479 000AZN,Nəriman Nərimanov m.,3 otaqlı152 m²16/16 mərtəbə
432 765AZN,Nəsimi r.,3 otaqlı146.7 m²8/16 mərtəbə
210 000AZN,İçəri Şəhər m.,2 otaqlı54 m²4/12 mərtəbə
202 000AZN,İnşaatçılar m.,2 otaqlı81 m²6/12 mərtəbə
359 100AZN,Nəsimi r.,2 otaqlı94.5 m²8/16 mərtəbə
572 299AZN,Nəsimi r.,4 otaqlı194 m²7/16 mərtəbə
562 600AZN,Nəsimi r.,4 otaqlı194 m²6/16 mərtəbə
381 000AZN,Elmlər Akademiyası m.,3 otaqlı159 m²6/16 mərtəbə
397 590AZN,Nəsimi r.,3 otaqlı137.1 m²15/16 mərtəbə
190 000AZN,Həzi Aslanov m.,2 otaqlı88 m²8/17 mərtəbə
524 800AZN,Elmlər Akademiyası m.,3 otaqlı328 m²16/16 mərtəbə
370 000AZN,Şah İsmayıl Xətai m.,3 otaqlı141 m²10/21 mərtəbə
880 000AZN,Ağ şəhər q.,4 otaqlı185 m²12/20 mərtəbə
167 000AZN,Nəsimi m.,3 otaqlı110 m²9/9 mərtəbə
141 000AZN,Memar Əcəmi m.,2 otaqlı55 m²4/5 mərtəbə
303 725AZN,28 May m.,3 otaqlı121.5 m²4/16 mərtəbə
130 000AZN,Yeni Günəşli q.,3 otaqlı68 m²3/12 mərtəbə
155 000AZN,Yeni Yasamal q.,3 otaqlı85 m²2/9 mərtəbə
280 000AZN,İnşaatçılar m.,3 otaqlı124 m²17/17 mərtəbə
524 944AZN,28 May m.,4 otaqlı187.5 m²7/16 mərtəbə
650 000AZN,Nəriman Nərimanov m.,4 otaqlı185 m²16/17 mərtəbə
368 000AZN,8 Noyabr m.,3 otaqlı148 m²27/27 mərtəbə
328 000AZN,20 Yanvar m.,3 otaqlı123 m²4/8 mərtəbə
139 000AZN,Azadlıq Prospekti m.,2 otaqlı65 m²1/5 mərtəbə
630 000AZN,Nəsimi r.,3 otaqlı180 m²13/18 mərtəbə
305 850AZN,Nəriman Nərimanov m.,4 otaqlı122.3 m²9/14 mərtəbə
600 000AZN,Şah İsmayıl Xətai m.,5 otaqlı225 m²8/19 mərtəbə
270 000AZN,Memar Əcəmi m.,3 otaqlı115 m²3/18 mərtəbə
190 000AZN,Qara Qarayev m.,3 otaqlı85 m²4/5 mərtəbə
270 000AZN,İnşaatçılar m.,3 otaqlı130 m²5/11 mərtəbə
119 000AZN,Gənclik m.,2 otaqlı31 m²5/5 mərtəbə
624 510AZN,Nərimanov r.,4 otaqlı231.3 m²4/17 mərtəbə
264 141AZN,Nərimanov r.,2 otaqlı97.8 m²4/17 mərtəbə
170 000AZN,Qara Qarayev m.,3 otaqlı70 m²15/18 mərtəbə
305 850AZN,Nəriman Nərimanov m.,4 otaqlı122.3 m²9/14 mərtəbə
150 000AZN,Bakıxanov q.,3 otaqlı85 m²5/5 mərtəbə
248 280AZN,Nərimanov r.,2 otaqlı103.5 m²5/14 mərtəbə
367 000AZN,Nəriman Nərimanov m.,3 otaqlı135 m²8/17 mərtəbə
303 600AZN,Nərimanov r.,3 otaqlı126.5 m²5/14 mərtəbə
135 000AZN,İnşaatçılar m.,2 otaqlı58 m²11/17 mərtəbə
210 775AZN,Nərimanov r.,2 otaqlı84.3 m²8/14 mərtəbə
215 000AZN,Nəsimi r.,2 otaqlı67 m²10/20 mərtəbə
570 000AZN,28 May m.,5 otaqlı251 m²5/15 mərtəbə
124 000AZN,Yeni Yasamal q.,3 otaqlı105 m²18/18 mərtəbə
125 000AZN,Yeni Yasamal q.,3 otaqlı116 m²11/11 mərtəbə
265 000AZN,Xalqlar Dostluğu m.,3 otaqlı120 m²2/15 mərtəbə
378 400AZN,Nəriman Nərimanov m.,4 otaqlı172 m²14/16 mərtəbə
146 000AZN,Memar Əcəmi m.,2 otaqlı53 m²9/16 mərtəbə
288 000AZN,Nəriman Nərimanov m.,3 otaqlı89 m²14/14 mərtəbə
210 000AZN,Nəriman Nərimanov m.,2 otaqlı53 m²7/17 mərtəbə
238 000AZN,Nəriman Nərimanov m.,3 otaqlı90 m²9/19 mərtəbə
198 500AZN,Azadlıq Prospekti m.,3 otaqlı90 m²5/9 mərtəbə
720 000AZN,Yasamal q.,8 otaqlı420 m²6/6 mərtəbə
99 000AZN,Neftçilər m.,2 otaqlı60 m²5/5 mərtəbə
624 000AZN,28 May m.,4 otaqlı240 m²17/22 mərtəbə
145 000AZN,Nəsimi r.,2 otaqlı59 m²2/19 mərtəbə
188 726AZN,Yasamal q.,3 otaqlı95.8 m²2/14 mərtəbə
210 000AZN,Nərimanov r.,2 otaqlı62 m²3/17 mərtəbə
290 000AZN,20 Yanvar m.,3 otaqlı158 m²14/20 mərtəbə
285 000AZN,Nərimanov r.,3 otaqlı105 m²12/16 mərtəbə
24 000AZN,Masazır q.,2 otaqlı48 m²2/9 mərtəbə
262 500AZN,Xətai r.,2 otaqlı79 m²16/17 mərtəbə
450 000AZN,8 Noyabr m.,3 otaqlı145 m²13/24 mərtəbə
550 000AZN,Nəriman Nərimanov m.,4 otaqlı178 m²16/17 mərtəbə
204 000AZN,Badamdar q.,3 otaqlı86 m²4/7 mərtəbə
192 000AZN,Nərimanov r.,2 otaqlı66 m²14/16 mərtəbə
190 000AZN,Həzi Aslanov m.,2 otaqlı94 m²7/16 mərtəbə
270 000AZN,Nərimanov r.,3 otaqlı137 m²2/18 mərtəbə
147 000AZN,Elmlər Akademiyası m.,2 otaqlı60 m²11/25 mərtəbə
285 000AZN,20 Yanvar m.,4 otaqlı210 m²2/18 mərtəbə
292 000AZN,Şah İsmayıl Xətai m.,3 otaqlı106.3 m²16/17 mərtəbə
510 000AZN,Ağ şəhər q.,3 otaqlı157 m²6/20 mərtəbə
535 000AZN,Nəriman Nərimanov m.,3 otaqlı176 m²8/17 mərtəbə
216 500AZN,Azadlıq Prospekti m.,2 otaqlı88 m²11/17 mərtəbə
470 000AZN,Ağ şəhər q.,3 otaqlı117 m²7/7 mərtəbə
500 000AZN,Ağ şəhər q.,3 otaqlı111 m²3/7 mərtəbə
106 000AZN,Xalqlar Dostluğu m.,2 otaqlı45 m²1/10 mərtəbə
850 000AZN,28 May m.,5 otaqlı250 m²5/16 mərtəbə
185 000AZN,Nəriman Nərimanov m.,2 otaqlı65 m²11/16 mərtəbə
329 999AZN,Nəriman Nərimanov m.,3 otaqlı148.8 m²9/18 mərtəbə
261 000AZN,9-cu mikrorayon q.,3 otaqlı126 m²12/17 mərtəbə
410 000AZN,Nəriman Nərimanov m.,4 otaqlı320 m²16/16 mərtəbə
198 000AZN,Nərimanov r.,2 otaqlı64 m²10/16 mərtəbə
250 000AZN,Gənclik m.,4 otaqlı100 m²8/9 mərtəbə
283 000AZN,Xətai r.,2 otaqlı100 m²4/19 mərtəbə
209 000AZN,Elmlər Akademiyası m.,2 otaqlı74 m²15/23 mərtəbə
600 000AZN,Nəsimi r.,4 otaqlı230 m²18/21 mərtəbə
593 000AZN,28 May m.,3 otaqlı185 m²10/16 mərtəbə
225 000AZN,Nəsimi m.,5 otaqlı120 m²1/9 mərtəbə
330 000AZN,Nərimanov r.,3 otaqlı104 m²16/17 mərtəbə
220 000AZN,Nəsimi r.,2 otaqlı72 m²12/17 mərtəbə
210 000AZN,İnşaatçılar m.,3 otaqlı115 m²8/12 mərtəbə
159 000AZN,Nizami r.,2 otaqlı107 m²5/18 mərtəbə
261 000AZN,Elmlər Akademiyası m.,2 otaqlı94 m²5/17 mərtəbə
244 000AZN,Əhmədli m.,3 otaqlı91 m²5/15 mərtəbə
178 000AZN,Memar Əcəmi m.,2 otaqlı85 m²12/16 mərtəbə
132 000AZN,Həzi Aslanov m.,2 otaqlı52 m²9/19 mərtəbə
150 000AZN,Memar Əcəmi m.,2 otaqlı50 m²5/17 mərtəbə
255 000AZN,Həzi Aslanov m.,3 otaqlı125 m²7/18 mərtəbə
149 000AZN,Həzi Aslanov m.,2 otaqlı53 m²4/15 mərtəbə
163 000AZN,Memar Əcəmi m.,2 otaqlı60 m²8/9 mərtəbə
245 000AZN,Həzi Aslanov m.,4 otaqlı110 m²2/5 mərtəbə
135 000AZN,Həzi Aslanov m.,3 otaqlı60 m²6/9 mərtəbə
112 000AZN,20 Yanvar m.,2 otaqlı50 m²5/5 mərtəbə
303 000AZN,Ağ şəhər q.,2 otaqlı90 m²2/7 mərtəbə
128 500AZN,Nəsimi m.,2 otaqlı60 m²8/9 mərtəbə
550 000AZN,Xətai r.,3 otaqlı100 m²3/7 mərtəbə
229 500AZN,Ağ şəhər q.,2 otaqlı51 m²2/7 mərtəbə
198 000AZN,Nəsimi r.,2 otaqlı80 m²8/12 mərtəbə
699 244AZN,Nardaran q.,3 otaqlı158.2 m²2/7 mərtəbə
142 000AZN,Yasamal r.,2 otaqlı71 m²7/9 mərtəbə
245 412AZN,Yasamal q.,4 otaqlı120.3 m²4/14 mərtəbə
328 000AZN,Ağ şəhər q.,3 otaqlı83 m²7/7 mərtəbə
550 000AZN,Nəriman Nərimanov m.,4 otaqlı177 m²16/17 mərtəbə
205 000AZN,Nizami r.,3 otaqlı90 m²7/18 mərtəbə
749 000AZN,Ağ şəhər q.,3 otaqlı120 m²16/20 mərtəbə
183 000AZN,Şah İsmayıl Xətai m.,3 otaqlı60 m²5/9 mərtəbə
99 000AZN,Massiv V q.,2 otaqlı45 m²4/9 mərtəbə
75 000AZN,Masazır q.,2 otaqlı60 m²5/6 mərtəbə
530 000AZN,28 May m.,5 otaqlı249 m²5/15 mərtəbə
400 000AZN,8 Noyabr m.,3 otaqlı148 m²15/27 mərtəbə
117 000AZN,Həzi Aslanov m.,2 otaqlı60 m²4/9 mərtəbə
150 000AZN,20 Yanvar m.,2 otaqlı78 m²3/9 mərtəbə
270 000AZN,Nərimanov r.,2 otaqlı63 m²10/14 mərtəbə
96 000AZN,Hövsan q.,3 otaqlı77 m²10/12 mərtəbə
280 000AZN,Nizami m.,2 otaqlı87 m²12/15 mərtəbə
210 000AZN,Nəriman Nərimanov m.,2 otaqlı65 m²4/15 mərtəbə
136 000AZN,Elmlər Akademiyası m.,2 otaqlı52 m²1/5 mərtəbə
359 000AZN,28 May m.,3 otaqlı130 m²6/15 mərtəbə
216 000AZN,Azadlıq Prospekti m.,4 otaqlı100 m²2/9 mərtəbə
120 000AZN,Həzi Aslanov m.,2 otaqlı52 m²4/9 mərtəbə
272 000AZN,İnşaatçılar m.,3 otaqlı130 m²12/17 mərtəbə
290 000AZN,8 Noyabr m.,2 otaqlı106.6 m²26/27 mərtəbə
446 500AZN,Nəsimi r.,3 otaqlı125 m²14/16 mərtəbə
220 000AZN,Həzi Aslanov m.,4 otaqlı125 m²6/16 mərtəbə
530 000AZN,28 May m.,5 otaqlı249 m²5/15 mərtəbə
84 000AZN,Masazır q.,3 otaqlı73 m²3/5 mərtəbə
180 000AZN,28 May m.,2 otaqlı64 m²18/18 mərtəbə
123 000AZN,Yeni Günəşli q.,3 otaqlı71 m²9/9 mərtəbə
210 820AZN,Yasamal q.,3 otaqlı108.6 m²9/14 mərtəbə
118 000AZN,Xalqlar Dostluğu m.,2 otaqlı65 m²10/10 mərtəbə
165 000AZN,Memar Əcəmi m.,2 otaqlı57 m²14/18 mərtəbə
365 000AZN,Nardaran q.,2 otaqlı60 m²2/8 mərtəbə
295 000AZN,Əhmədli q.,3 otaqlı119.3 m²17/21 mərtəbə
375 000AZN,Gənclik m.,3 otaqlı144 m²17/19 mərtəbə
165 000AZN,Azadlıq Prospekti m.,2 otaqlı60 m²16/18 mərtəbə
212 000AZN,20 Yanvar m.,2 otaqlı92 m²7/19 mərtəbə
220 000AZN,8 Noyabr m.,2 otaqlı94 m²10/17 mərtəbə
275 000AZN,Nərimanov r.,3 otaqlı130 m²10/17 mərtəbə
125 000AZN,İnşaatçılar m.,2 otaqlı45 m²7/9 mərtəbə
70 000AZN,Masazır q.,3 otaqlı50 m²2/9 mərtəbə
114 900AZN,Qara Qarayev m.,1 otaqlı30 m²2/5 mərtəbə
367 500AZN,Nizami m.,3 otaqlı147 m²7/16 mərtəbə
230 000AZN,Gənclik m.,2 otaqlı60 m²12/16 mərtəbə
155 000AZN,Neftçilər m.,2 otaqlı65 m²7/18 mərtəbə
145 000AZN,Nəsimi m.,2 otaqlı51 m²10/17 mərtəbə
115 000AZN,Qara Qarayev m.,1 otaqlı35 m²2/5 mərtəbə
550 000AZN,Elmlər Akademiyası m.,3 otaqlı162 m²13/17 mərtəbə
205 000AZN,Şah İsmayıl Xətai m.,2 otaqlı55 m²2/18 mərtəbə
55 500AZN,Masazır q.,1 otaqlı53 m²4/6 mərtəbə
345 000AZN,Azadlıq Prospekti m.,4 otaqlı160 m²9/17 mərtəbə
110 000AZN,Yeni Günəşli q.,2 otaqlı60 m²7/9 mərtəbə
110 000AZN,Memar Əcəmi m.,2 otaqlı40 m²4/5 mərtəbə
180 000AZN,Həzi Aslanov m.,3 otaqlı93 m²9/16 mərtəbə
211 110AZN,Yasamal q.,1 otaqlı70.3 m²6/16 mərtəbə
138 015AZN,Yasamal q.,2 otaqlı65.4 m²9/14 mərtəbə
92 000AZN,Masazır q.,3 otaqlı83 m²1/6 mərtəbə
303 600AZN,Nərimanov r.,3 otaqlı126.5 m²5/14 mərtəbə
152 000AZN,Memar Əcəmi m.,3 otaqlı75 m²4/5 mərtəbə
145 000AZN,Azadlıq Prospekti m.,2 otaqlı60 m²9/9 mərtəbə
294 500AZN,Səbail r.,3 otaqlı147 m²18/19 mərtəbə
180 000AZN,Elmlər Akademiyası m.,3 otaqlı70 m²1/5 mərtəbə
535 000AZN,28 May m.,4 otaqlı206 m²10/17 mərtəbə
237 000AZN,Həzi Aslanov m.,3 otaqlı126 m²12/19 mərtəbə
245 412AZN,Yasamal q.,4 otaqlı120.3 m²4/14 mərtəbə
700 000AZN,Nərimanov r.,4 otaqlı217 m²15/19 mərtəbə
110 000AZN,Xalqlar Dostluğu m.,2 otaqlı52 m²16/16 mərtəbə
749 915AZN,Ağ şəhər q.,3 otaqlı116.3 m²6/8 mərtəbə
375 000AZN,Azadlıq Prospekti m.,4 otaqlı150 m²15/18 mərtəbə
330 000AZN,Qara Qarayev m.,3 otaqlı137 m²4/16 mərtəbə
165 000AZN,Nəriman Nərimanov m.,2 otaqlı55 m²6/10 mərtəbə
365 000AZN,28 May m.,3 otaqlı140 m²13/17 mərtəbə
245 000AZN,Neftçilər m.,3 otaqlı106 m²9/15 mərtəbə
140 000AZN,Xalqlar Dostluğu m.,2 otaqlı60 m²8/9 mərtəbə
275 000AZN,Qara Qarayev m.,3 otaqlı106 m²10/17 mərtəbə
188 000AZN,Yeni Yasamal q.,3 otaqlı92 m²14/18 mərtəbə
270 000AZN,Yasamal r.,4 otaqlı147 m²4/20 mərtəbə
420 000AZN,Elmlər Akademiyası m.,3 otaqlı114 m²11/22 mərtəbə
380 000AZN,Yasamal r.,3 otaqlı178 m²3/19 mərtəbə
75 500AZN,Masazır q.,2 otaqlı60 m²5/6 mərtəbə
360 800AZN,Elmlər Akademiyası m.,3 otaqlı163.7 m²3/17 mərtəbə
122 450AZN,Lökbatan q.,2 otaqlı79 m²10/18 mərtəbə
330 000AZN,Nəsimi r.,3 otaqlı85 m²4/18 mərtəbə
233 966AZN,8 Noyabr m.,2 otaqlı89.3 m²7/16 mərtəbə
247 000AZN,Nərimanov r.,3 otaqlı107 m²14/14 mərtəbə
124 500AZN,Yasamal r.,2 otaqlı48 m²4/16 mərtəbə
214 500AZN,Nərimanov r.,2 otaqlı78 m²7/16 mərtəbə
420 000AZN,Memar Əcəmi m.,4 otaqlı185 m²18/20 mərtəbə
455 000AZN,Gənclik m.,3 otaqlı135 m²14/16 mərtəbə
190 000AZN,20 Yanvar m.,5 otaqlı111 m²4/9 mərtəbə
220 000AZN,Gənclik m.,2 otaqlı65 m²9/16 mərtəbə
225 000AZN,Nizami m.,3 otaqlı70 m²11/16 mərtəbə
358 000AZN,Nəsimi r.,3 otaqlı130 m²9/16 mərtəbə
252 000AZN,20 Yanvar m.,3 otaqlı100 m²13/20 mərtəbə
275 000AZN,Gənclik m.,2 otaqlı85 m²10/14 mərtəbə
270 000AZN,Neftçilər m.,3 otaqlı145 m²11/17 mərtəbə
150 000AZN,Əhmədli m.,3 otaqlı85 m²9/9 mərtəbə
270 000AZN,Memar Əcəmi m.,3 otaqlı130 m²13/16 mərtəbə
89 000AZN,Masazır q.,3 otaqlı75 m²2/6 mərtəbə
175 000AZN,Əhmədli m.,4 otaqlı110 m²3/9 mərtəbə
490 000AZN,Elmlər Akademiyası m.,4 otaqlı172 m²15/18 mərtəbə
171 000AZN,İnşaatçılar m.,2 otaqlı74 m²12/20 mərtəbə
112 000AZN,Azadlıq Prospekti m.,2 otaqlı45 m²1/9 mərtəbə
215 000AZN,Nərimanov r.,2 otaqlı67 m²9/21 mərtəbə
220 000AZN,20 Yanvar m.,3 otaqlı75 m²8/20 mərtəbə
229 000AZN,İçəri Şəhər m.,2 otaqlı52 m²1/2 mərtəbə
170 000AZN,Nərimanov r.,3 otaqlı70 m²8/9 mərtəbə
575 000AZN,Nəriman Nərimanov m.,4 otaqlı220 m²9/17 mərtəbə
175 000AZN,Nəsimi m.,2 otaqlı54.5 m²3/5 mərtəbə
185 000AZN,Bayıl q.,2 otaqlı77 m²4/16 mərtəbə
212 000AZN,Qaradağ r.,3 otaqlı136.6 m²14/14 mərtəbə
390 000AZN,Elmlər Akademiyası m.,3 otaqlı148 m²11/27 mərtəbə
495 000AZN,Nəriman Nərimanov m.,3 otaqlı138 m²6/14 mərtəbə
220 000AZN,Şah İsmayıl Xətai m.,3 otaqlı110 m²10/18 mərtəbə
310 000AZN,28 May m.,4 otaqlı180 m²15/17 mərtəbə
360 000AZN,Şah İsmayıl Xətai m.,3 otaqlı127 m²14/20 mərtəbə
244 800AZN,Nardaran q.,2 otaqlı80 m²1/8 mərtəbə
537 413AZN,Nardaran q.,3 otaqlı140.5 m²5/8 mərtəbə
230 512AZN,Nardaran q.,1 otaqlı57.7 m²7/8 mərtəbə
249 390AZN,Nardaran q.,2 otaqlı65.2 m²7/8 mərtəbə
517 752AZN,Nardaran q.,3 otaqlı169.2 m²1/8 mərtəbə
159 936AZN,Nardaran q.,1 otaqlı44.8 m²2/8 mərtəbə
239 547AZN,Nardaran q.,2 otaqlı67.1 m²2/8 mərtəbə
274 000AZN,Elmlər Akademiyası m.,2 otaqlı83 m²18/18 mərtəbə
265 000AZN,28 May m.,2 otaqlı82 m²14/18 mərtəbə
387 000AZN,Elmlər Akademiyası m.,3 otaqlı119 m²3/18 mərtəbə
395 000AZN,Nərimanov r.,3 otaqlı115 m²12/16 mərtəbə
329 035AZN,Nardaran q.,1 otaqlı55.3 m²5/7 mərtəbə
310 233AZN,Nardaran q.,1 otaqlı55.3 m²4/7 mərtəbə
298 656AZN,Nardaran q.,1 otaqlı54.9 m²2/7 mərtəbə
446 012AZN,Nardaran q.,2 otaqlı93.7 m²2/7 mərtəbə
627 130AZN,Nardaran q.,2 otaqlı105.4 m²5/7 mərtəbə
318 325AZN,Nardaran q.,1 otaqlı53.5 m²5/7 mərtəbə
210 000AZN,İnşaatçılar m.,3 otaqlı115 m²8/12 mərtəbə
189 000AZN,Xalqlar Dostluğu m.,4 otaqlı75 m²3/9 mərtəbə
450 000AZN,Elmlər Akademiyası m.,3 otaqlı143 m²9/18 mərtəbə
850 000AZN,Ağ şəhər q.,5 otaqlı212 m²4/8 mərtəbə
268 000AZN,Şıxov q.,2 otaqlı93 m²5/6 mərtəbə
861 811AZN,Bayıl q.,3 otaqlı274.9 m²3/11 mərtəbə
240 000AZN,28 May m.,3 otaqlı139.3 m²8/16 mərtəbə
261 000AZN,9-cu mikrorayon q.,3 otaqlı126 m²12/17 mərtəbə
365 000AZN,İçəri Şəhər m.,3 otaqlı100 m²9/16 mərtəbə
186 000AZN,Əhmədli m.,3 otaqlı100 m²2/9 mərtəbə
300 000AZN,İnşaatçılar m.,3 otaqlı149 m²5/5 mərtəbə
495 000AZN,28 May m.,3 otaqlı138 m²6/14 mərtəbə
560 000AZN,Elmlər Akademiyası m.,3 otaqlı162 m²4/17 mərtəbə
267 000AZN,Həzi Aslanov m.,4 otaqlı133 m²8/17 mərtəbə
125 000AZN,Neftçilər m.,3 otaqlı70 m²1/5 mərtəbə
260 000AZN,İnşaatçılar m.,4 otaqlı160 m²10/10 mərtəbə
156 000AZN,20 Yanvar m.,2 otaqlı55 m²2/19 mərtəbə
300 000AZN,Həzi Aslanov m.,4 otaqlı154 m²15/17 mərtəbə
445 000AZN,Şah İsmayıl Xətai m.,4 otaqlı214 m²12/17 mərtəbə
164 500AZN,Azadlıq Prospekti m.,2 otaqlı65 m²16/18 mərtəbə
359 000AZN,28 May m.,3 otaqlı130 m²6/11 mərtəbə
71 000AZN,Masazır q.,2 otaqlı57 m²5/6 mərtəbə
152 000AZN,Həzi Aslanov m.,2 otaqlı51 m²5/15 mərtəbə
220 000AZN,20 Yanvar m.,3 otaqlı100 m²16/16 mərtəbə
620 000AZN,Nəsimi r.,5 otaqlı230 m²11/16 mərtəbə
225 000AZN,Nəriman Nərimanov m.,2 otaqlı98 m²5/8 mərtəbə
198 000AZN,Nəsimi r.,2 otaqlı80 m²8/12 mərtəbə
430 000AZN,Nərimanov r.,3 otaqlı185 m²5/17 mərtəbə
165 000AZN,İnşaatçılar m.,2 otaqlı92 m²18/20 mərtəbə
250 000AZN,Memar Əcəmi m.,3 otaqlı105 m²9/17 mərtəbə
138 243AZN,20 Yanvar m.,2 otaqlı68.1 m²9/14 mərtəbə
120 000AZN,Həzi Aslanov q.,3 otaqlı60 m²1/9 mərtəbə
